# 2025年01月06日 星期一 21时24分17秒

# input dimensionality
5

# covariance function
CovSum(CovSEard, CovNoise)

# log-hyperparameter
8.754051839 8.924464149 -0.848842973 -0.2055819966 -0.2055819966 -1.412207739 -3.804338904 

# data (target value in first column)
0.4152062332 0.03605892784 0.6788642116 -0.7549485421 0.5 -0.4 
-0.2165067439 0.8931180833 -2.361995313 0.2721935288 0.5 0.3 
0.002465775123 2.252532731 -0.01597017424 -0.001034446654 0.5 0.5 
-0.09373070474 0.9957300708 -2.233526605 0.3638234983 0.3 0.5 
0.0024850315 2.25956028 -0.01369176975 -0.001063946316 0.5 0.5 
-0.06481545035 0.8519065059 2.235865206 0.1503225465 -0.5 0.5 
0.100490447 1.692773869 0.4094114159 -0.4390807764 0.5 0.2 
8.772381346e-06 -0.9972133822 0.0006004298226 8.923723736e-05 -0.4 -0.4 
-0.09522345863 0.8440120803 -2.35568475 0.3682538508 0.3 0.5 
-0.0001392343642 -0.6667481033 -0.002102562233 0.0004198020261 -0.4 -0.4 
-6.027846524e-05 -0.8823086341 -0.002028583678 0.0002434452369 -0.4 -0.4 
-0.0001052933355 -1.0298835 0.007107794431 0.0003439856736 -0.4 -0.4 
0.07392110686 1.844050062 0.6314331644 -0.2949268765 0.5 0.3 
-0.199375008 0.2508076312 -1.112394201 0.6278681954 0.1 0.5 
-0.09583231857 1.258908874 -2.344601605 0.2664533276 0.4 0.5 
-0.07050474567 1.559857085 -2.378665582 0.2067118588 0.4 0.5 
0.09326819557 0.8556775334 2.367057378 -0.3686974973 0.5 0.3 
-0.09454064659 0.8551595403 -2.348384811 0.3662220092 0.3 0.5 
-0.0947639438 0.8729716979 -2.373431278 0.3668854978 0.3 0.5 
0.0009600633581 1.057820495 0.009680820367 0.001272111465 0.5 0.5 
-0.06516132656 1.627522268 -2.382349863 0.1953642567 0.4 0.5 
0.2770679453 0.2389768951 1.092339903 -0.6472036623 0.5 -0.1 
-0.1041745688 1.560176989 -1.009190699 0.395769374 0.3 0.5 
0.002634317714 2.264238412 0.00668910888 -0.001292648637 0.5 0.5 
-0.05363877791 1.768847063 -2.332239775 0.1720019892 0.4 0.5 
0.4486064036 0.01670664396 0.2795412491 -0.873180884 0.5 -0.5 
0.2347382113 0.2723081539 1.084630697 -0.646136877 0.5 0 
0.09309443441 0.861258106 2.381279129 -0.3677907276 0.5 0.3 
0.2799500296 0.1504092559 1.01442539 -0.6517248338 0.5 -0.1 
0.09319870335 0.8583174526 2.373097423 -0.3683338719 0.5 0.3 
-0.05246041484 1.779875672 -2.310888158 0.1696889672 0.4 0.5 
0.09296435691 0.8497384799 2.348937735 -0.3671172106 0.5 0.3 
-0.09409227144 0.8605453139 -2.362733158 0.3648926522 0.3 0.5 
-0.1239350233 0.9779332502 -2.292061079 0.3524050299 0.4 0.5 
-0.09442139474 1.42208457 -1.533842847 0.3658682364 0.3 0.5 
0.09299654174 0.8473828433 2.350797458 -0.36728344 0.5 0.3 
-0.05233897414 1.77957793 -2.313525461 0.1694513326 0.4 0.5 
-0.2913929722 0.1586624149 -0.9263280766 0.6649818956 -0.1 0.5 
-0.0940552944 0.8626020232 -2.36399973 0.3647831933 0.3 0.5 
-0.3931877049 0.4674986732 -0.5774403301 0.7312015222 -0.3 0.5 
0.4343274972 0.0358634694 0.4598002473 -0.7952524764 0.5 -0.4 
-0.4407924568 -0.0544688042 -1.063879771 0.8529035603 -0.4 0.5 
0.08877539635 1.67076086 0.7227022143 -0.3834392612 0.5 0.25 
0.0805074636 1.765748858 0.391158354 -0.3540083694 0.5 0.25 
-0.0946111705 0.8608525895 -2.348072815 0.366431454 0.3 0.5 
0.0879589307 1.350390141 1.855598947 -0.3439513419 0.5 0.3 
-0.1029121592 0.9480995222 -1.79313241 0.3917842841 0.3 0.5 
0.1140488839 1.531738894 1.073918863 -0.3973966637 0.4726 0.2764 
0.09299654174 0.8473828433 2.350797458 -0.36728344 0.5 0.3 
0.1669730444 0.1204563127 1.736015985 -0.5865163752 0.5 0.1 
-0.01612532372 1.856179409 1.059492423 0.2096902997 0.25 0.5 
0.1051732185 1.58377488 0.6686761285 -0.4563158732 0.5 0.2 
-0.02265522225 1.928253186 -1.90793347 -0.09720606768 0.5 0.3 
0.000960063358 1.057820495 0.009680820367 0.001272111465 0.5 0.5 
-0.05262964101 1.774578282 -2.324776524 0.1700203406 0.4 0.5 
-0.2001428072 0.273122037 -1.0823964 0.6295032627 0.1 0.5 
-0.1048105311 1.560292754 -1.549001789 0.004632161534 0.5 0.25 
-0.1635205494 1.47716563 -1.555968307 0.1568938387 0.4724 0.2766 
0.08365024078 1.534850155 1.502623524 -0.3270561124 0.5 0.3 
-0.09442139474 1.42208457 -1.533842847 0.3658682364 0.3 0.5 
0.0004623909604 0.1490145236 -0.002437883548 -0.0009232256783 -0.4 -0.4 
0.440485323 0.002214003199 0.3974157487 -0.8373189586 0.5 -0.5 
0.08386261221 1.708728688 0.5631354752 -0.3653594027 0.5 0.25 
-0.01336879541 1.849265352 1.095479524 0.2038704997 0.25 0.5 
0.1639535475 1.506084473 1.552683967 -0.1070107157 0.2556 0.4938 
0.1176368518 1.005381536 1.556535013 -0.5094330416 0.5 0.2 
-0.1997460861 0.266763837 -1.101611152 0.6286577355 0.1 0.5 
-0.09439651542 0.8552306767 -2.349362268 0.3657942641 0.3 0.5 
0.09270416864 0.8915892451 2.383949194 -0.3657832446 0.5 0.3 
-0.1581000707 1.449267976 -1.418880546 0.3127545936 0.3864 0.3626 
0.4395422281 0.00554311071 0.4041163987 -0.8339513169 0.5 -0.5 
0.2343251233 0.2864300048 1.075919739 -0.6453281905 0.5 0 
-0.06870820862 1.647045246 -1.478115041 -0.05560185454 0.5 0.25 
-0.06237457528 1.661354199 -2.382723689 0.1895824225 0.4 0.5 
0.4180922045 0.02320645897 0.6677016308 -0.7604728827 0.5 -0.4 
-0.1581000707 1.449267976 -1.418880546 0.3127545936 0.3864 0.3626 
-0.08317178824 1.742409171 -0.5023231134 0.3688602736 0.25 0.5 
-0.4376841972 -0.3661933965 -0.4913002708 0.8294243234 -0.4 0.5 
-0.4148093309 1.007921545 -0.6901175935 0.7748301029 -0.5 0.5 
-0.0001645260929 -0.6166814009 -0.004750272963 0.0004763003385 -0.4 -0.4 
0.2278388423 0.2513122683 0.8521994283 -0.6327840999 0.5 0 
-0.09857099662 1.003079847 -1.888577743 0.3783480652 0.3 0.5 
-0.05363877791 1.768847063 -2.332239775 0.1720019892 0.4 0.5 
0.3182449033 0.1928237118 0.9654478671 -0.6575855793 0.5 -0.2 
